,season_1,season_2,yr,mnth_0,mnth_1,mnth_2,mnth_3,holiday,weekday,workingday,temp,atemp,hum,windspeed,cnt,weather_1,weather_2,weather_3
0,0,1,0,0,0,0,1,0,6,0,14.110847,18.18125,80.5833,10.749882,985,0,1,0
1,0,1,0,0,0,0,1,0,0,0,14.902598,17.68695,69.6087,16.652113,801,0,1,0
2,0,1,0,0,0,0,1,0,1,1,8.050924,9.47025,43.7273,16.636703,1349,1,0,0
3,0,1,0,0,0,0,1,0,2,1,8.2,10.6061,59.0435,10.739832,1562,1,0,0
4,0,1,0,0,0,0,1,0,3,1,9.305237,11.4635,43.6957,12.5223,1600,1,0,0
5,0,1,0,0,0,0,1,0,4,1,8.378268,11.66045,51.8261,6.0008684,1606,1,0,0
6,0,1,0,0,0,0,1,0,5,1,8.057402,10.44195,49.8696,11.304642,1510,0,1,0
7,0,1,0,0,0,0,1,0,6,0,6.765,8.1127,53.5833,17.875868,959,0,1,0
8,0,1,0,0,0,0,1,0,0,0,5.671653,5.80875,43.4167,24.25065,822,1,0,0
9,0,1,0,0,0,0,1,0,1,1,6.184153,7.5444,48.2917,14.958889,1321,1,0,0
10,0,1,0,0,0,0,1,0,2,1,6.932731,9.5732,68.6364,8.182844,1263,0,1,0
11,0,1,0,0,0,0,1,0,3,1,7.081807,8.02365,59.9545,20.410009,1162,1,0,0
12,0,1,0,0,0,0,1,0,4,1,6.765,7.54415,47.0417,20.167,1406,1,0,0
13,0,1,0,0,0,0,1,0,5,1,6.59567,9.42065,53.7826,8.478716,1421,1,0,0
14,0,1,0,0,0,0,1,0,6,0,9.566653,12.4056,49.875,10.583521,1248,0,1,0
15,0,1,0,0,0,0,1,0,0,0,9.498347,11.71085,48.375,12.625011,1204,1,0,0
16,0,1,0,0,0,0,1,1,1,0,7.209153,8.83855,53.75,12.999139,1000,0,1,0
17,0,1,0,0,0,0,1,0,2,1,8.883347,11.61665,86.1667,9.833925,683,0,1,0
18,0,1,0,0,0,0,1,0,3,1,11.979134,14.9211,74.1739,13.957239,1650,0,1,0
19,0,1,0,0,0,0,1,0,4,1,10.728347,12.7525,53.8333,13.125568,1927,0,1,0
20,0,1,0,0,0,0,1,0,5,1,7.2775,7.89165,45.7083,23.667214,1543,1,0,0
21,0,1,0,0,0,0,1,0,6,0,2.4243464,3.95348,40.0,11.52199,981,1,0,0
22,0,1,0,0,0,0,1,0,0,0,3.9573897,4.941955,43.6522,16.5222,986,1,0,0
23,0,1,0,0,0,0,1,0,1,1,3.9930433,5.8965,49.1739,10.60811,1416,1,0,0
24,0,1,0,0,0,0,1,0,2,1,9.162598,11.7263,61.6957,8.696332,1985,0,1,0
25,0,1,0,0,0,0,1,0,3,1,8.9175,10.18,86.25,19.68795,506,0,0,1
26,0,1,0,0,0,0,1,0,4,1,7.995,10.985,68.75,7.627079,431,1,0,0
27,0,1,0,0,0,0,1,0,5,1,8.342598,11.16585,79.3043,8.2611,1167,0,1,0
28,0,1,0,0,0,0,1,0,6,0,8.057402,10.6063,65.1739,9.739455,1098,1,0,0
29,0,1,0,0,0,0,1,0,0,0,8.877402,12.5161,72.2174,4.9568342,1096,1,0,0
30,0,1,0,0,0,0,1,0,1,1,7.414153,9.3125,60.375,12.541864,1501,0,1,0
31,0,1,0,0,0,1,0,0,2,1,7.879134,11.7265,82.9565,3.565271,1360,0,1,0
32,0,1,0,0,0,1,0,0,3,1,10.66,12.72085,77.5417,17.708636,1526,0,1,0
33,0,1,0,0,0,1,0,0,4,1,7.665237,8.8939,43.7826,18.609384,1550,1,0,0
34,0,1,0,0,0,1,0,0,5,1,8.663464,11.42935,58.5217,8.565213,1708,0,1,0
35,0,1,0,0,0,1,0,0,6,0,9.566653,12.1529,92.9167,10.792293,1005,0,1,0
36,0,1,0,0,0,1,0,0,0,0,11.719153,14.58355,56.8333,9.5006,1623,1,0,0
37,0,1,0,0,0,1,0,0,1,1,11.138347,15.1829,73.8333,3.0423561,1712,1,0,0
38,0,1,0,0,0,1,0,0,2,1,9.054153,9.9123,53.7917,24.25065,1530,1,0,0
39,0,1,0,0,0,1,0,0,3,1,5.526103,7.21415,49.4783,12.652213,1605,0,1,0
40,0,1,0,0,0,1,0,0,4,1,5.918268,7.4774,43.7391,14.869645,1538,1,0,0
41,0,1,0,0,0,1,0,0,5,1,7.752731,10.67545,50.6364,7.27285,1746,1,0,0
42,0,1,0,0,0,1,0,0,6,0,9.1225,11.6477,54.4167,13.625589,1472,1,0,0
43,0,1,0,0,0,1,0,0,0,0,12.977402,16.20565,45.7391,17.479161,1589,1,0,0
44,0,1,0,0,0,1,0,0,1,1,17.015,19.9175,37.5833,27.999836,1913,1,0,0
45,0,1,0,0,0,1,0,0,2,1,10.909567,12.7137,31.4348,19.522058,1815,1,0,0
46,0,1,0,0,0,1,0,0,3,1,13.048701,15.81,42.3478,16.869997,2115,1,0,0
47,0,1,0,0,0,1,0,0,4,1,17.869153,21.4329,50.5,15.416968,2475,1,0,0
48,0,1,0,0,0,1,0,0,5,1,21.388347,25.59915,51.6667,17.749975,2927,1,0,0
49,0,1,0,0,0,1,0,0,6,0,16.365847,19.5702,18.7917,34.000021,1635,1,0,0
50,0,1,0,0,0,1,0,0,0,0,11.693897,13.8665,40.7826,14.956745,1812,1,0,0
51,0,1,0,0,0,1,0,1,1,0,12.436653,14.20375,60.5,20.625682,1107,0,1,0
52,0,1,0,0,0,1,0,0,2,1,7.471102,9.30165,57.7778,13.110761,1450,1,0,0
53,0,1,0,0,0,1,0,0,3,1,9.091299,12.28585,42.3043,6.305571,1917,1,0,0
54,0,1,0,0,0,1,0,0,4,1,12.121732,14.45955,69.7391,16.783232,1807,0,1,0
55,0,1,0,0,0,1,0,0,5,1,14.938268,17.52305,71.2174,23.218113,1461,0,1,0
56,0,1,0,0,0,1,0,0,6,0,11.5825,14.1096,53.7917,12.500257,1969,1,0,0
57,0,1,0,0,0,1,0,0,0,0,14.082598,17.55545,68.0,8.391616,2402,1,0,0
58,0,1,0,0,0,1,0,0,1,1,16.698193,20.0059,87.6364,19.408962,1446,0,1,0
59,0,1,0,0,0,1,1,0,2,1,10.933347,13.19395,53.5,14.500475,1851,1,0,0
60,0,1,0,0,0,1,1,0,3,1,13.735,16.00355,44.9583,20.624811,2134,1,0,0
61,0,1,0,0,0,1,1,0,4,1,8.131653,10.00665,31.8333,15.125518,1685,1,0,0
62,0,1,0,0,0,1,1,0,5,1,10.728347,12.78395,61.0417,13.624182,1944,0,1,0
63,0,1,0,0,0,1,1,0,6,0,15.750847,18.93895,78.9167,16.875357,2077,0,1,0
64,0,1,0,0,0,1,1,0,0,0,15.437402,18.3126,94.8261,23.000229,605,0,1,0
65,0,1,0,0,0,1,1,0,1,1,10.731299,11.92305,55.1304,22.870584,1872,1,0,0
66,0,1,0,0,0,1,1,0,2,1,11.9925,15.12,42.0833,8.08355,2133,1,0,0
67,0,1,0,0,0,1,1,0,3,1,12.129153,14.3304,77.5417,14.75005,1891,0,1,0
68,0,1,0,0,0,1,1,0,4,1,15.952731,19.2834,0.0,17.545759,623,0,0,1
69,0,1,0,0,0,1,1,0,5,1,12.977402,15.25,64.9565,15.60899,1977,0,1,0
70,0,1,0,0,0,1,1,0,6,0,13.495847,16.2875,59.4583,14.791925,2132,1,0,0
71,0,1,0,0,0,1,1,0,0,0,15.758268,19.00455,52.7391,18.130468,2417,1,0,0
72,0,1,0,0,0,1,1,0,1,1,13.333897,16.6,49.6957,9.174042,2046,1,0,0
73,0,1,0,0,0,1,1,0,2,1,13.013031,15.9089,65.5652,12.348703,2056,0,1,0
74,0,1,0,0,0,1,1,0,3,1,14.973897,18.3465,77.6522,13.608839,2192,0,1,0
75,0,1,0,0,0,1,1,0,4,1,17.015,20.51665,60.2917,14.041793,2744,1,0,0
76,0,1,0,0,0,1,1,0,5,1,22.14,26.35045,52.5217,15.478139,3239,1,0,0
77,0,1,0,0,0,1,1,0,6,0,19.3725,23.32625,37.9167,24.667189,3117,1,0,0
78,0,1,0,0,0,1,1,0,0,0,13.6325,16.2875,47.375,13.917307,2471,1,0,0
79,1,0,0,0,0,1,1,0,1,1,17.647835,20.48675,73.7391,19.348461,2077,0,1,0
80,1,0,0,0,0,1,1,0,2,1,18.108347,22.0321,62.4583,15.12525,2703,1,0,0
81,1,0,0,0,0,1,1,0,3,1,14.225237,16.89695,83.9565,15.695487,2121,0,1,0
82,1,0,0,0,0,1,1,0,4,1,11.685,13.54165,80.5833,16.333729,1865,0,1,0
83,1,0,0,0,0,1,1,0,5,1,10.830847,12.8156,49.5,15.458575,2210,1,0,0
84,1,0,0,0,0,1,1,0,6,0,10.899153,12.87855,39.4167,14.041257,2496,1,0,0
85,1,0,0,0,0,1,1,0,0,0,10.374763,12.51695,49.3913,12.3481,1693,0,1,0
86,1,0,0,0,0,1,1,0,1,1,10.838268,12.8787,30.2174,14.217668,2028,1,0,0
87,1,0,0,0,0,1,1,0,2,1,12.4025,14.6454,31.4167,15.208732,2425,1,0,0
88,1,0,0,0,0,1,1,0,3,1,12.3,14.8675,64.6667,11.583496,1536,0,1,0
89,1,0,0,0,0,1,1,0,4,1,11.001653,12.87875,91.8333,14.582282,1685,0,0,1
90,1,0,0,0,1,0,0,0,5,1,12.3,14.1727,68.625,17.333436,2227,0,1,0
91,1,0,0,0,1,0,0,0,6,0,12.915,15.78185,65.375,13.208782,2252,0,1,0
92,1,0,0,0,1,0,0,0,0,0,15.511653,18.93835,48.0,12.208271,3249,1,0,0
93,1,0,0,0,1,0,0,0,1,1,23.506653,27.14645,42.625,25.833257,3115,1,0,0
94,1,0,0,0,1,0,0,0,2,1,16.980847,19.9175,64.2083,26.000489,1795,0,1,0
95,1,0,0,0,1,0,0,0,3,1,16.024153,19.3804,47.0833,17.625221,2808,1,0,0
96,1,0,0,0,1,0,0,0,4,1,17.9375,21.6848,60.2917,10.874904,3141,1,0,0
97,1,0,0,0,1,0,0,0,5,1,13.769153,16.22395,83.625,15.208464,1471,0,1,0
98,1,0,0,0,1,0,0,0,6,0,14.0425,17.07645,87.75,8.916561,2455,0,1,0
99,1,0,0,0,1,0,0,0,0,0,17.493347,21.33685,85.75,9.833389,2895,0,1,0
100,1,0,0,0,1,0,0,0,1,1,24.421732,28.26085,71.6956,21.739758,3348,0,1,0
101,1,0,0,0,1,0,0,0,2,1,20.6025,24.6527,73.9167,18.416893,2034,0,1,0
102,1,0,0,0,1,0,0,0,3,1,16.9125,20.86415,81.9167,16.791339,2162,0,1,0
103,1,0,0,0,1,0,0,0,4,1,19.1675,23.1371,54.0417,7.4169,3267,1,0,0
104,1,0,0,0,1,0,0,1,5,0,18.313347,22.09565,67.125,15.167125,3126,1,0,0
105,1,0,0,0,1,0,0,0,6,0,17.664153,21.2746,88.8333,22.834136,795,0,0,1
106,1,0,0,0,1,0,0,0,0,0,18.723347,22.2848,47.9583,20.334232,3744,1,0,0
107,1,0,0,0,1,0,0,0,1,1,21.0125,25.1573,54.25,10.958989,3429,1,0,0
108,1,0,0,0,1,0,0,0,2,1,20.739153,24.4629,66.5833,10.584057,3204,0,1,0
109,1,0,0,0,1,0,0,0,3,1,24.395,28.2196,61.4167,16.208975,3944,1,0,0
110,1,0,0,0,1,0,0,0,4,1,18.825847,22.6946,40.7083,21.792286,4189,1,0,0
111,1,0,0,0,1,0,0,0,5,1,13.803347,16.0977,72.9583,14.707907,1683,0,1,0
112,1,0,0,0,1,0,0,0,6,0,18.86,22.50605,88.7917,15.458575,4036,0,1,0
113,1,0,0,0,1,0,0,0,0,0,23.848347,27.58815,81.0833,12.875725,4191,0,1,0
114,1,0,0,0,1,0,0,0,1,1,24.873347,28.725,77.6667,12.417311,4073,1,0,0
115,1,0,0,0,1,0,0,0,2,1,25.898347,29.70415,72.9167,21.8755,4400,1,0,0
116,1,0,0,0,1,0,0,0,3,1,25.42,28.7571,83.5417,20.9174,3872,0,1,0
117,1,0,0,0,1,0,0,0,4,1,25.3175,28.94645,70.0833,21.500836,4058,0,1,0
118,1,0,0,0,1,0,0,0,5,1,20.91,24.87315,45.7083,16.084221,4595,1,0,0
119,1,0,0,0,1,0,0,0,6,0,19.3725,23.20105,50.3333,15.750025,5312,1,0,0
120,1,0,0,0,1,0,1,0,0,0,18.518347,22.4102,76.2083,7.125718,3351,0,1,0
121,1,0,0,0,1,0,1,0,1,1,22.515847,26.64165,73.0,12.291418,4401,0,1,0
122,1,0,0,0,1,0,1,0,2,1,25.283347,29.10395,69.7083,22.958689,4451,0,1,0
123,1,0,0,0,1,0,1,0,3,1,16.980847,20.2325,73.7083,22.042732,2633,0,1,0
124,1,0,0,0,1,0,1,0,4,1,18.825847,22.09585,44.4167,19.791264,4433,1,0,0
125,1,0,0,0,1,0,1,0,5,1,19.645847,23.70585,59.0,15.292482,4608,1,0,0
126,1,0,0,0,1,0,1,0,6,0,21.32,25.63105,54.125,10.75015,4714,1,0,0
127,1,0,0,0,1,0,1,0,0,0,21.661653,25.94665,63.1667,5.0007125,4333,1,0,0
128,1,0,0,0,1,0,1,0,1,1,21.8325,26.2623,58.875,11.792,4362,1,0,0
129,1,0,0,0,1,0,1,0,2,1,21.8325,26.13605,48.9167,7.749957,4803,1,0,0
130,1,0,0,0,1,0,1,0,3,1,22.2425,26.42,63.2917,8.083014,4182,1,0,0
131,1,0,0,0,1,0,1,0,4,1,21.935,26.16815,74.75,12.707689,4864,1,0,0
132,1,0,0,0,1,0,1,0,5,1,21.0125,24.715,86.3333,12.041575,4105,0,1,0
133,1,0,0,0,1,0,1,0,6,0,21.354153,25.03145,92.25,9.04165,3409,0,1,0
134,1,0,0,0,1,0,1,0,0,0,23.0625,26.8,86.7083,10.249593,4553,0,1,0
135,1,0,0,0,1,0,1,0,1,1,23.6775,27.5256,78.7917,8.500357,3958,1,0,0
136,1,0,0,0,1,0,1,0,2,1,23.028347,26.92645,83.7917,18.582718,4123,0,1,0
137,1,0,0,0,1,0,1,0,3,1,22.55,26.3579,87.0,13.499964,3855,0,1,0
138,1,0,0,0,1,0,1,0,4,1,21.764153,25.5371,82.9583,7.250271,4575,0,1,0
139,1,0,0,0,1,0,1,0,5,1,22.003347,26.4521,71.9583,8.375871,4917,1,0,0
140,1,0,0,0,1,0,1,0,6,0,24.7025,28.59875,62.6667,8.08355,5805,1,0,0
141,1,0,0,0,1,0,1,0,0,0,24.770847,28.725,74.9583,9.916536,4660,1,0,0
142,1,0,0,0,1,0,1,0,1,1,25.898347,29.5148,81.0,15.667414,4274,0,1,0
143,1,0,0,0,1,0,1,0,2,1,27.06,30.24065,74.0833,13.875164,4492,0,1,0
144,1,0,0,0,1,0,1,0,3,1,27.094153,30.7771,69.625,10.333611,4978,1,0,0
145,1,0,0,0,1,0,1,0,4,1,29.041653,32.7344,67.75,13.376014,4677,1,0,0
146,1,0,0,0,1,0,1,0,5,1,27.948347,31.8504,65.375,16.125493,4679,1,0,0
147,1,0,0,0,1,0,1,0,6,0,26.889153,30.61895,72.9583,15.416164,4758,1,0,0
148,1,0,0,0,1,0,1,0,0,0,27.3675,30.7775,81.875,14.333846,4788,1,0,0
149,1,0,0,0,1,0,1,1,1,0,30.066653,33.5546,68.5,8.792075,4098,1,0,0
150,1,0,0,0,1,0,1,0,2,1,31.775,36.26915,63.6667,7.459043,3982,1,0,0
151,1,0,0,0,1,1,0,0,3,1,31.330847,36.04835,67.7083,13.875164,3974,0,1,0
152,1,0,0,0,1,1,0,0,4,1,29.315,32.1971,30.5,19.583229,4968,1,0,0
153,1,0,0,0,1,1,0,0,5,1,25.42,29.35665,35.4167,16.959107,5312,1,0,0
154,1,0,0,0,1,1,0,0,6,0,26.035,29.7348,45.625,8.250514,5342,1,0,0
155,1,0,0,0,1,1,0,0,0,0,26.581653,30.8402,65.25,9.292364,4906,0,1,0
156,1,0,0,0,1,1,0,0,1,1,27.811653,31.0929,60.0,8.167032,4548,1,0,0
157,1,0,0,0,1,1,0,0,2,1,29.0075,32.7975,59.7917,12.583136,4833,1,0,0
158,1,0,0,0,1,1,0,0,3,1,31.809153,36.36395,62.2083,9.166739,4401,1,0,0
159,1,0,0,0,1,1,0,0,4,1,33.141653,37.87895,56.8333,10.042161,3915,0,1,0
160,1,0,0,0,1,1,0,0,5,1,30.955,35.1646,60.5,9.417118,4586,1,0,0
161,1,0,0,0,1,1,0,0,6,0,29.725,33.9019,65.4583,10.37495,4966,1,0,0
162,1,0,0,0,1,1,0,0,0,0,28.3925,32.16625,74.7917,10.958989,4460,1,0,0
163,1,0,0,0,1,1,0,0,1,1,26.035,30.0827,49.4583,20.45845,5020,1,0,0
164,1,0,0,0,1,1,0,0,2,1,24.770847,29.5773,50.7083,18.041961,4891,1,0,0
165,1,0,0,0,1,1,0,0,3,1,25.693347,29.3877,47.1667,11.250104,5180,1,0,0
166,1,0,0,0,1,1,0,0,4,1,25.761653,29.7673,68.8333,13.833557,3767,0,1,0
167,1,0,0,0,1,1,0,0,5,1,26.615847,30.01915,73.5833,9.582943,4844,1,0,0
168,1,0,0,0,1,1,0,0,6,0,28.563347,32.1977,67.0417,8.000336,5119,1,0,0
169,1,0,0,0,1,1,0,0,0,0,28.665847,32.2923,66.6667,6.834,4744,0,1,0
170,1,0,0,0,1,1,0,0,1,1,26.035,29.7673,74.625,10.416825,4010,0,1,0
171,1,1,0,0,1,1,0,0,2,1,27.914153,31.8823,77.0417,11.458675,4835,0,1,0
172,1,1,0,0,1,1,0,0,3,1,30.066653,34.69145,70.75,11.541554,4507,1,0,0
173,1,1,0,0,1,1,0,0,4,1,29.861653,34.69165,70.3333,15.999868,4790,0,1,0
174,1,1,0,0,1,1,0,0,5,1,29.690847,32.82915,57.3333,14.875675,4991,1,0,0
175,1,1,0,0,1,1,0,0,6,0,28.495,32.16565,48.3333,14.041257,5202,1,0,0
176,1,1,0,0,1,1,0,0,0,0,27.88,31.88145,51.3333,6.3337311,5305,1,0,0
177,1,1,0,0,1,1,0,0,1,1,27.9825,31.8502,65.8333,7.208396,4708,0,1,0
178,1,1,0,0,1,1,0,0,2,1,30.510847,34.6279,63.4167,9.666961,4648,1,0,0
179,1,1,0,0,1,1,0,0,3,1,29.861653,32.7344,49.7917,17.542007,5225,1,0,0
180,1,1,0,0,1,1,0,0,4,1,28.563347,31.8504,43.4167,12.415904,5515,1,0,0
181,1,1,0,0,1,1,1,0,5,1,29.6225,32.6081,39.625,6.874736,5362,1,0,0
182,1,1,0,0,1,1,1,0,6,0,30.271653,33.3654,44.4583,7.709154,5119,1,0,0
183,1,1,0,0,1,1,1,0,0,0,29.383347,33.42875,68.25,15.333486,4649,0,1,0
184,1,1,0,0,1,1,1,1,1,0,29.793347,33.27085,63.7917,5.4591064,6043,0,1,0
185,1,1,0,0,1,1,1,0,2,1,30.613347,34.8169,59.0417,8.459286,4665,1,0,0
186,1,1,0,0,1,1,1,0,3,1,29.52,34.28165,74.3333,10.042161,4629,1,0,0
187,1,1,0,0,1,1,1,0,4,1,30.75,34.34355,65.125,10.6664,4592,1,0,0
188,1,1,0,0,1,1,1,0,5,1,29.075847,33.52415,75.7917,15.083643,4040,0,1,0
189,1,1,0,0,1,1,1,0,6,0,30.066653,33.2079,60.9167,11.250104,5336,1,0,0
190,1,1,0,0,1,1,1,0,0,0,30.6475,34.50125,57.8333,12.292557,4881,1,0,0
191,1,1,0,0,1,1,1,0,1,1,31.2625,36.4902,63.5833,18.916579,4086,1,0,0
192,1,1,0,0,1,1,1,0,2,1,32.560847,36.96375,55.9167,13.417018,4258,1,0,0
193,1,1,0,0,1,1,1,0,3,1,30.613347,34.4702,63.1667,9.790911,4342,1,0,0
194,1,1,0,0,1,1,1,0,4,1,27.914153,31.7552,47.625,16.124689,5084,1,0,0
195,1,1,0,0,1,1,1,0,5,1,27.196653,31.21855,59.125,12.249811,5538,1,0,0
196,1,1,0,0,1,1,1,0,6,0,28.153347,31.91315,58.5,13.958914,5923,1,0,0
197,1,1,0,0,1,1,1,0,0,0,29.485847,33.49165,60.4167,16.417211,5302,1,0,0
198,1,1,0,0,1,1,1,0,1,1,30.613347,35.19625,65.125,14.458868,4458,1,0,0
199,1,1,0,0,1,1,1,0,2,1,31.843347,37.37395,65.0417,8.7502,4541,1,0,0
200,1,1,0,0,1,1,1,0,3,1,31.501653,37.3425,70.7083,7.625739,4332,1,0,0
201,1,1,0,0,1,1,1,0,4,1,33.415,41.31855,69.125,14.875407,3784,0,1,0
202,1,1,0,0,1,1,1,0,5,1,34.781653,42.0448,58.0417,8.9177,3387,1,0,0
203,1,1,0,0,1,1,1,0,6,0,34.815847,40.21435,50.0,8.791807,3285,1,0,0
204,1,1,0,0,1,1,1,0,0,0,34.03,39.74145,55.0833,11.334457,3606,1,0,0
205,1,1,0,0,1,1,1,0,1,1,30.476653,36.0479,75.7083,6.0841561,3840,1,0,0
206,1,1,0,0,1,1,1,0,2,1,31.638347,34.84895,54.0833,13.417286,4590,1,0,0
207,1,1,0,0,1,1,1,0,3,1,31.775,34.53335,40.2917,12.292021,4656,1,0,0
208,1,1,0,0,1,1,1,0,4,1,31.945847,36.995,58.3333,11.958093,4390,1,0,0
209,1,1,0,0,1,1,1,0,5,1,34.371653,39.29835,54.25,11.667246,3846,1,0,0
210,1,1,0,0,1,1,1,0,6,0,32.970847,36.42685,46.5833,11.291979,4475,1,0,0
211,1,1,0,0,1,1,1,0,0,0,33.039153,36.4898,48.0833,11.042471,4302,1,0,0
212,1,1,0,1,0,0,0,0,1,1,31.638347,35.1646,55.0833,10.500039,4266,1,0,0
213,1,1,0,1,0,0,0,0,2,1,32.116653,35.35355,49.125,13.79195,4845,1,0,0
214,1,1,0,1,0,0,0,0,3,1,29.998347,33.99685,65.75,9.084061,3574,0,1,0
215,1,1,0,1,0,0,0,0,4,1,29.11,33.2394,75.75,13.20905,4576,0,1,0
216,1,1,0,1,0,0,0,0,5,1,29.144153,32.82835,63.0833,12.374632,4866,1,0,0
217,1,1,0,1,0,0,0,0,6,0,29.383347,33.8077,75.5,15.29275,4294,0,1,0
218,1,1,0,1,0,0,0,0,0,0,30.4425,35.7646,75.2917,13.499629,3785,1,0,0
219,1,1,0,1,0,0,0,0,1,1,31.365,35.16415,59.2083,12.875725,4326,1,0,0
220,1,1,0,1,0,0,0,0,2,1,31.775,36.20605,57.0417,10.125107,4602,1,0,0
221,1,1,0,1,0,0,0,0,3,1,31.433347,34.24915,42.4167,13.417286,4780,1,0,0
222,1,1,0,1,0,0,0,0,4,1,29.4175,32.57605,42.375,11.041332,4792,1,0,0
223,1,1,0,1,0,0,0,0,5,1,29.041653,32.7021,41.5,8.416607,4905,1,0,0
224,1,1,0,1,0,0,0,0,6,0,28.119153,32.2929,72.9583,14.167418,4150,0,1,0
225,1,1,0,1,0,0,0,0,0,0,27.743347,31.2194,81.75,14.916411,3820,0,1,0
226,1,1,0,1,0,0,0,0,1,1,27.299153,30.80835,71.2083,13.999918,4338,1,0,0
227,1,1,0,1,0,0,0,0,2,1,28.734153,32.29185,57.8333,15.834043,4725,1,0,0
228,1,1,0,1,0,0,0,0,3,1,29.656653,33.33355,57.5417,9.625689,4694,1,0,0
229,1,1,0,1,0,0,0,0,4,1,29.178347,33.1129,65.4583,15.624936,3805,1,0,0
230,1,1,0,1,0,0,0,0,5,1,28.085,31.66105,72.2917,9.333636,4153,0,1,0
231,1,1,0,1,0,0,0,0,6,0,28.5975,32.4498,67.4167,6.999289,5191,1,0,0
232,1,1,0,1,0,0,0,0,0,0,29.144153,33.77625,77.0,16.666518,3873,1,0,0
233,1,1,0,1,0,0,0,0,1,1,28.358347,31.9127,47.0,18.54225,4758,1,0,0
234,1,1,0,1,0,0,0,0,2,1,26.274153,30.30335,45.5417,9.833121,5895,1,0,0
235,1,1,0,1,0,0,0,0,3,1,27.606653,31.5346,60.5,16.958236,5130,1,0,0
236,1,1,0,1,0,0,0,0,4,1,28.050847,32.2927,77.1667,14.125811,3542,0,1,0
237,1,1,0,1,0,0,0,0,5,1,28.7,32.98665,76.125,5.6254875,4661,1,0,0
238,1,1,0,1,0,0,0,0,6,0,27.88,31.7778,85.0,25.166339,1115,0,1,0
239,1,1,0,1,0,0,0,0,0,0,28.989419,32.39795,56.1765,20.412153,4334,1,0,0
240,1,1,0,1,0,0,0,0,1,1,26.103347,30.3979,55.4583,10.708275,4634,1,0,0
241,1,1,0,1,0,0,0,0,2,1,26.205847,29.7352,54.8333,8.375536,5204,1,0,0
242,1,1,0,1,0,0,0,0,3,1,26.923347,30.55605,59.7917,5.5833311,5058,1,0,0
